year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,unempE,unempM,laborforceE,laborforceM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,no_health_insE,no_health_insM
2016,3601201,"Erie County (Northwest) PUMA, New York",108873,51,57049,1430,9189,897,108203,218,769,15,122300,1382,97298,1114,3227,641,3705,647,2225,572,5719,727,acs5,0.4024,0.0097,2396,335,59333,962,391,116,14745,912,79692,917,5021,506,47527,631,1821,378
2016,3601204,"Erie County (Central) PUMA, New York",150780,55,50125,944,16279,1316,149185,223,741,13,108700,1070,130418,1072,10944,935,4988,606,1910,404,6984,597,acs5,0.3975,0.0068,5144,469,80852,1161,1116,212,15731,683,109422,924,8839,567,66093,744,3083,398
2016,3601205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",142974,1702,29791,1085,45089,2659,139342,1810,687,12,58500,1395,51986,1182,74914,1350,8106,971,4140,703,7394,861,acs5,0.4761,0.0101,7845,654,62911,1774,1311,241,8648,663,90076,1081,22684,848,59714,728,4910,501
2016,3601202,"Erie County (North Central) PUMA, New York",124647,34,71105,1640,11673,1071,116630,494,965,21,182200,2730,99856,1340,7053,835,4329,604,10744,864,15726,913,acs5,0.4744,0.0165,2247,279,63099,887,641,200,21453,943,83500,779,3569,331,49735,698,1559,318
2016,3601203,"Erie County (Northeast) PUMA, New York",110402,33,76226,2153,5237,707,107388,459,759,35,192100,3685,102916,896,2043,401,2122,524,1941,371,4878,536,acs5,0.4115,0.0114,2357,307,59732,918,406,137,15540,749,78343,700,2269,258,42661,564,1474,322
2016,3601600,"Fulton & Montgomery Counties PUMA, New York",103964,NA,45374,1186,18875,1509,101655,346,722,12,103900,2609,92050,60,1536,228,7724,NA,735,85,2699,353,acs5,0.4388,0.0109,4107,405,50239,747,849,170,7018,524,72942,124,7254,444,41990,494,3271,340
2016,3604013,"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",125011,2386,60863,1619,20271,1515,124587,2357,1361,15,727900,19444,71612,1626,1879,379,19282,1550,29986,1451,49181,1762,acs5,0.4793,0.0091,5050,507,64720,1525,2559,283,21241,689,90335,1571,6933,492,48394,455,4842,618
2016,3604012,"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",151258,2626,48232,2123,43723,2094,148541,2470,1332,20,699500,26026,33714,1245,3917,748,62276,2323,48965,2003,72303,2006,acs5,0.4938,0.0108,5993,537,77735,1733,5251,530,15557,813,101442,1716,12317,559,45812,524,12281,839
2016,3604005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",116344,1738,104652,2647,11075,942,115498,1733,1954,40,1017200,36599,75216,1663,7892,803,20353,1230,7438,691,19738,1165,acs5,0.5035,0.0115,4284,513,72505,1344,1107,233,29905,1134,87083,1212,4194,334,49258,594,2946,437
2016,3604018,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",109876,2131,34979,2488,27396,1869,108851,2093,956,38,444200,19028,63148,1983,11663,1049,16435,1483,15916,1208,58232,1463,acs5,0.545,0.0176,5439,668,48703,1386,2674,363,17615,964,80073,1498,16382,675,44585,601,4094,572
2016,3604004,"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",135679,2054,82127,2161,24182,1597,130399,2100,1641,44,765000,33295,60654,1484,35424,1700,21464,1293,12430,906,27234,1183,acs5,0.5395,0.0093,6294,534,79315,1510,1383,263,31130,1225,99052,1714,8201,417,57181,668,4787,655
2016,3604009,"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",208920,2848,68145,1842,24006,1583,208022,2836,1300,19,491500,4585,47974,1468,131590,2305,16784,1322,9097,1073,84660,1919,acs5,0.4393,0.0098,9386,650,108279,1769,3043,352,26792,848,140477,1672,10401,491,68542,536,6635,514
2016,3604016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",150931,2425,54475,1903,24924,1642,150574,2445,1256,21,539800,11271,104365,2115,5715,845,13734,1524,24023,1567,72162,1893,acs5,0.4833,0.0075,5943,536,71800,1775,3293,407,25923,1003,105777,1367,10194,578,56619,458,4904,518
2016,3604017,"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",189076,2983,51165,1108,33809,1878,188590,2984,1248,14,682900,10441,83496,1827,1736,441,27162,1965,73965,2460,105008,2589,acs5,0.471,0.0084,7902,550,93852,1773,6693,652,27032,1085,134848,1994,14472,636,63524,590,9507,779
2016,3604008,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",155735,2685,36385,854,45244,2408,154815,2742,1098,17,412000,10056,5934,629,81310,1972,57800,2442,6940,887,55937,2071,acs5,0.4981,0.0108,6875,715,68003,1730,3305,406,9955,652,97618,1609,17005,663,53311,501,6039,605
2016,3604014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",164842,2906,42864,1461,53656,2624,164087,2891,1362,19,744500,20085,116491,2543,3857,646,18033,1712,23112,1422,50394,1522,acs5,0.5081,0.0102,3945,392,65511,1547,3422,519,14336,738,90098,1558,13120,560,46425,471,6775,889
2016,3604006,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",127627,2477,45503,1905,31846,1688,126674,2445,1192,22,720700,21508,27219,1278,75708,2184,15530,1228,4757,637,37664,1580,acs5,0.5253,0.0122,5998,584,69685,1836,1495,247,19656,1156,89466,1701,13172,655,52552,575,6920,571
2016,3604015,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",162030,2707,48169,1680,33950,2105,161367,2734,1280,16,670500,17561,64240,2059,51881,1574,24468,1977,17075,1275,69153,1712,acs5,0.5012,0.01,6843,624,78686,1553,3214,375,22892,896,105277,1585,14424,639,57115,533,8240,829
2016,3604011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",111325,2566,44329,1914,23061,1954,109836,2647,1230,15,576300,28650,22001,1394,73859,2411,10728,1351,2048,462,45761,1743,acs5,0.4833,0.0176,6440,584,57313,1515,1536,314,13157,810,75023,1473,9110,549,41561,483,5687,698
2016,3604001,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",157433,2644,59577,3083,39824,1966,156971,2656,1553,31,755300,31245,99153,2303,6680,810,36751,1879,11431,992,37190,1366,acs5,0.513,0.0087,5420,571,88056,1745,2391,361,33383,1290,109594,1776,13138,747,63282,625,7625,792
2016,3604007,"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",123596,2819,28315,1339,43761,2490,121526,2781,939,27,421800,11913,2610,556,91729,2655,26054,1722,1799,454,37334,1572,acs5,0.5346,0.0193,7087,621,51060,1466,2531,372,7337,582,75810,1586,18262,756,44256,505,5413,735
2016,3604003,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",142689,2723,40537,1087,44896,2014,141609,2678,1142,27,673700,18263,32919,1530,75601,2311,26796,1470,4553,727,28027,1324,acs5,0.5247,0.0111,9049,759,70683,1631,1458,237,17007,881,89358,1591,17103,638,51545,566,7486,686
2016,3604010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",138643,2664,48094,1840,23369,1599,137877,2599,1217,13,428300,5004,3104,698,121050,2367,10253,1244,1954,546,73634,1714,acs5,0.4397,0.0099,6352,513,69426,1714,1762,363,13997,969,94479,1600,10529,574,49378,566,6848,634
2016,3604002,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",135837,3022,42197,1648,38525,2411,134862,3017,1290,21,535300,24858,20135,875,24825,1561,82199,2786,6555,712,46941,1899,acs5,0.4942,0.013,9628,768,75750,2222,3207,488,15744,904,87885,1790,16010,733,45463,569,15296,1225
2016,3601500,"Madison & Cortland Counties PUMA, New York",120802,NA,53631,1521,14141,996,112038,545,713,19,120600,2683,112633,123,1949,189,2718,NA,1044,105,2852,350,acs5,0.4267,0.0097,3027,355,60763,874,633,197,11455,681,78172,212,5887,383,43804,607,2955,333
2016,3600500,"Jefferson & Lewis Counties PUMA, New York",145073,NA,49924,1233,19986,1335,138130,657,912,32,138600,3316,123369,63,6618,345,8804,NA,1784,215,4857,496,acs5,0.4191,0.0088,5689,455,73210,848,656,128,10210,590,92182,128,8746,462,53735,651,4300,464
2016,3601000,"Genesee & Orleans Counties PUMA, New York",100991,NA,51181,1257,13334,1131,97264,377,699,22,101900,2293,90047,43,3877,242,3718,NA,665,68,2587,294,acs5,0.4107,0.0082,3157,311,51028,678,583,135,8090,471,71144,226,5634,413,39957,705,2607,407
2016,3602903,"Orange County (Southeast) PUMA, New York",130607,35,85982,2604,18592,1442,126506,636,1210,36,297200,5123,101251,1303,6319,837,16732,1106,3513,570,12638,911,acs5,0.4305,0.0183,3351,357,63641,1061,840,178,15026,754,75518,865,4246,347,39931,623,2291,346
2016,3602902,"Orange County (Northwest) PUMA, New York",124303,122,64047,1851,13355,1317,120211,490,1121,23,237300,5038,77626,1244,14449,984,25143,1231,3686,586,13055,1149,acs5,0.4439,0.0095,4543,432,61671,943,1244,216,12230,658,83742,899,4952,497,43270,675,3409,586
2016,3602901,"Orange County (Northeast)--Greater Newburgh City PUMA, New York",121332,117,67752,2311,14395,1302,119687,296,1163,26,240500,4076,69467,1318,14709,1082,31002,1263,2497,403,15020,1044,acs5,0.4325,0.0095,4383,421,63261,1074,1083,278,12271,662,78964,768,4743,423,41943,615,5282,548
2016,3601101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",106589,52,43924,1657,18311,1198,105915,151,653,16,96300,1913,86534,679,12412,576,2907,368,1186,269,4856,556,acs5,0.4524,0.0135,4572,549,53926,874,635,145,9411,581,74966,599,7788,453,45370,604,2589,385
2016,3601102,"Niagara County (North & East) PUMA, New York",106785,52,57349,2010,10212,1003,103507,314,666,30,125800,3106,97639,694,2708,551,2648,368,1047,248,3582,381,acs5,0.4174,0.0123,3157,362,54541,877,523,128,11170,646,75265,573,3720,322,42268,570,2331,362
2016,3601300,"Livingston & Wyoming Counties PUMA, New York",105861,NA,53066,1429,13032,1085,95935,500,678,18,114800,1971,95961,27,3647,199,3480,NA,1023,89,2898,287,acs5,0.4033,0.0106,3005,351,51220,726,486,110,8455,391,72181,290,4752,396,39997,453,2187,321
2016,3601900,"Rensselaer County--Troy City PUMA, New York",159959,NA,61754,1358,19064,1452,154158,368,883,16,180700,3105,134833,108,9251,485,7182,NA,3859,285,7584,653,acs5,0.4286,0.0098,5812,539,86161,1022,764,173,18613,809,110059,91,7593,509,63553,682,3789,480
2016,3600402,"Oneida County (Central)--Greater Utica & Rome Cities PUMA, New York",162648,115,46142,1359,28570,1498,151206,743,715,12,116000,2190,125874,478,12678,503,11046,280,8499,259,16566,945,acs5,0.4784,0.0145,5564,490,75289,1181,2268,289,16434,804,110716,516,12685,635,62814,729,3981,401
2016,3600800,"Wayne & Seneca Counties PUMA, New York",126910,NA,51240,1032,14713,1141,122351,551,723,19,111000,2107,114343,60,4310,245,4896,NA,861,122,3326,348,acs5,0.4135,0.0089,4130,452,62859,854,841,290,11017,552,88818,157,5955,511,50248,573,3658,359
2016,3603305,"Suffolk County (East) PUMA, New York",138483,159,78156,2611,10441,1268,133094,610,1529,73,545200,16293,105603,1979,7670,949,20797,1941,2516,608,22448,1585,acs5,0.5091,0.0119,3934,471,69287,1241,1188,277,21358,1053,104761,973,2795,404,53665,824,5587,932
2016,3603303,"Suffolk County (Northwest)--Smithtown Town PUMA, New York",118038,38,114872,2751,4384,672,116130,404,1489,74,461400,3649,104100,1086,1248,390,5950,730,5091,749,9518,811,acs5,0.4186,0.0098,3341,383,61415,972,494,158,19717,731,82000,653,1138,188,39643,437,1113,301
2016,3603304,"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",117809,1446,102288,2830,6134,1478,108235,1470,1561,102,388800,5506,93724,1440,1802,372,10311,1272,10025,763,14450,1072,acs5,0.4268,0.0111,3764,470,59509,1203,553,163,16194,787,75859,1024,1414,248,38386,465,1897,373
2016,3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",160709,3289,42223,2730,39614,2628,153557,3297,1051,41,631500,27210,53181,1870,12644,1196,40081,2194,49884,2013,55382,2136,acs5,0.5726,0.0102,6498,846,85465,2376,5523,661,35739,1757,123491,2530,17790,963,72559,1014,5740,831
2016,3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",122550,2929,31628,1731,40251,2240,119036,2885,887,36,639800,80286,18570,1113,36462,2093,55429,2759,9241,901,29742,1844,acs5,0.6018,0.015,5874,614,55231,1894,2852,521,15977,1063,83078,1948,14858,800,47970,623,5978,739
2016,3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",146750,3346,106171,4009,12573,1230,141534,3129,2270,61,740400,29647,101877,2890,4739,773,12804,2007,23171,1700,32844,1810,acs5,0.5236,0.0173,3789,631,99113,2528,673,309,50339,2195,118119,2376,2125,479,79697,1274,2863,590
2016,3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",165632,2282,86978,2439,12010,1546,165231,2272,1249,48,489000,4795,138438,1926,1419,568,16089,1277,7706,868,25497,1336,acs5,0.4183,0.01,4864,446,81499,1577,1077,198,23288,1156,116082,1437,3236,397,58180,525,2227,365
2016,3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",135323,2195,74942,2725,13926,1588,133153,2228,1227,44,454900,5746,92469,1884,5062,963,18445,1479,16911,995,36326,1637,acs5,0.4574,0.0135,3788,386,64005,1369,1477,327,18021,1072,95575,1454,5088,399,47230,501,3231,515
2016,3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",172369,2382,60746,2187,34594,1919,169356,2328,1145,26,382800,4375,65431,1767,38089,1238,50585,1674,12962,929,41704,1719,acs5,0.4785,0.0084,5224,520,78341,1653,1561,239,19366,966,112683,1292,12500,619,60604,732,7150,656
2016,3602500,"Cattaraugus & Allegany Counties PUMA, New York",126206,NA,43970,915,20549,1028,118631,501,617,10,80100,1072,116605,58,1913,180,2270,NA,1206,112,2762,227,acs5,0.414,0.0069,4549,300,59022,709,940,165,8610,346,83682,120,8460,367,49534,591,3891,331
2016,3600905,"Monroe County (North & West) PUMA, New York",105302,87,64066,1772,8439,812,101615,377,871,24,139900,1761,93815,1030,4407,625,3989,823,1195,314,5337,653,acs5,0.3919,0.0099,3488,432,59072,908,458,130,13915,678,69955,752,2766,307,39326,602,1878,374
2016,3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",99370,1695,29350,1147,31173,1469,92834,1595,791,15,73600,1525,33600,1109,44060,1411,12808,1063,4889,694,9324,956,acs5,0.4814,0.018,6154,471,44238,1199,1397,264,6933,516,60760,1056,14787,591,38903,579,2965,431
2016,3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",110580,1674,34023,1295,34981,1641,108519,1633,770,9,84200,2755,43480,1133,37016,1625,24285,1118,2064,356,8994,784,acs5,0.4903,0.0099,7167,574,57992,1153,1446,237,11574,689,70983,1212,15034,548,46769,683,5490,523
2016,3600901,"Monroe County (East) PUMA, New York",132678,180,64985,1587,9224,1195,131378,426,891,15,150800,2159,113974,1140,6075,659,6989,678,3481,610,10919,950,acs5,0.4191,0.0088,3392,443,70490,1084,635,167,22966,1010,95255,878,3880,397,54583,648,1621,315
2016,3600906,"Monroe County (South) PUMA, New York",175988,49,75135,1944,13995,1448,166347,682,950,14,185200,2560,146661,1310,7461,921,5915,796,11539,618,18931,1222,acs5,0.4653,0.009,4833,458,93855,1192,918,257,32123,1038,118540,929,3306,351,68172,727,2525,615
2016,3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",112189,1171,118075,4840,6949,997,107925,1227,1772,50,691400,11217,82658,1494,3660,745,11971,1208,11031,746,21892,1054,acs5,0.5276,0.0099,2453,326,56933,1256,794,227,22025,808,76657,1070,1060,233,37930,509,2576,557
2016,3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",110021,1164,108196,3110,4244,732,109494,1170,1669,133,425500,3845,91741,1578,3081,816,10553,1007,3477,629,10236,857,acs5,0.3863,0.0087,2974,333,59117,957,562,192,17925,833,77355,914,1297,237,36301,433,1421,325
2016,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",102971,1475,100810,3097,6126,800,102349,1476,1543,95,431400,6041,68617,1169,12736,900,17105,1487,2894,556,16353,1387,acs5,0.438,0.0117,3194,390,55337,1059,546,169,17907,727,71558,1003,1993,250,35773,428,2079,417
2016,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",104773,1311,93766,3089,7166,1061,103293,1318,1642,63,486500,9591,76044,1931,7284,878,15474,1807,3999,515,18638,1401,acs5,0.4739,0.0118,3702,511,55604,1365,650,165,17726,946,72373,1031,2151,307,37630,642,2825,673
2017,3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",159652,2706,43316,2644,39216,2487,152562,2675,1071,30,663000,30536,52136,1843,11761,1200,40040,1720,51236,2026,55699,2073,acs5,0.5753,0.0099,5863,736,82672,2049,5443,669,35061,1672,123895,2345,18806,898,72316,900,4921,679
2017,3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",125720,2573,32506,1552,41871,2540,122059,2555,885,27,667300,87792,17382,1141,37610,1738,58187,2092,9821,1034,30381,1697,acs5,0.6073,0.0133,6407,709,57347,1767,2707,502,16109,994,86051,2001,15934,894,49573,778,5320,777
2017,3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",148802,3257,112907,3462,12674,1344,143725,3143,2372,64,781700,31698,102255,3190,4941,759,13433,1702,23568,1689,33234,2078,acs5,0.5293,0.015,3347,607,98813,2969,716,274,50298,1967,119113,3070,2223,516,80023,1516,2817,756
2017,3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",165598,2324,89975,2690,11482,1450,165150,2294,1288,64,504700,8585,138120,1949,1725,584,16438,1205,7719,912,25755,1794,acs5,0.4199,0.0123,4299,356,81907,1492,1262,194,23545,1210,116742,1456,2935,307,58048,561,1787,339
2017,3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",136859,1921,77120,3523,14979,1461,134587,1901,1309,46,467000,4863,91074,1725,5591,875,18763,1392,18983,1137,38284,1570,acs5,0.462,0.0142,3573,373,64261,1539,1744,370,18772,966,96597,1427,4851,443,47211,590,2827,565
2017,3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",173491,2422,62143,2228,34274,2080,170462,2379,1173,24,393000,5642,66322,1604,37284,1295,51339,1624,13103,1121,41819,1870,acs5,0.4871,0.0077,4572,478,78758,1808,1783,272,20303,993,115167,1470,12648,686,60891,747,6290,721
2017,3602500,"Cattaraugus & Allegany Counties PUMA, New York",125575,NA,45484,1025,19769,1055,117961,574,629,12,81600,1121,115781,56,1929,165,2308,NA,1241,98,2679,216,acs5,0.4228,0.0073,4118,264,58039,660,1009,182,8714,374,83532,107,8550,366,49847,433,3279,312
2017,3600905,"Monroe County (North & West) PUMA, New York",105439,42,66571,2010,8803,1058,101733,407,924,29,142700,1659,93433,1276,4348,608,4905,987,1062,289,5138,843,acs5,0.3913,0.0116,3527,425,59281,754,462,131,13740,705,69950,830,2774,281,38883,567,1742,371
2017,3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",99110,1574,29747,1221,31556,1706,92662,1612,817,14,75100,1408,33205,1228,44267,1417,13081,1164,4535,775,8971,900,acs5,0.5104,0.0268,5750,498,44584,1225,1420,239,7017,568,60735,1060,15012,554,39058,665,2612,380
2017,3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",110079,1558,35085,985,34883,1417,108106,1601,797,10,86300,3007,43749,1279,36297,1418,24132,1051,2207,422,9239,968,acs5,0.4918,0.0091,6644,510,58224,1250,1459,240,11752,641,72075,1142,15043,550,47009,767,4625,480
2017,3600901,"Monroe County (East) PUMA, New York",132633,162,67731,1768,8116,906,131092,471,921,19,154500,2088,113290,1311,6306,900,7117,891,3424,568,11068,869,acs5,0.4127,0.0079,2803,418,70937,958,650,180,23468,862,96142,916,3686,386,54972,593,1364,328
2017,3600906,"Monroe County (South) PUMA, New York",175924,55,77593,1986,14033,1274,166123,636,977,13,188100,2539,145292,1475,7792,757,6113,765,12481,785,19541,1114,acs5,0.4687,0.0106,3937,453,92824,1360,1043,277,33211,1064,119111,926,3725,434,68015,725,2180,401
2017,3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",112736,1370,121097,4391,6651,942,108446,1376,1825,57,696800,10216,81323,1494,3978,883,12596,1337,11186,827,22203,1214,acs5,0.5337,0.0101,2152,284,57132,1137,762,200,22366,843,77495,1059,1056,193,38356,412,2220,534
2017,3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",109845,1311,111646,3375,4140,695,109307,1275,1789,143,433600,3002,92195,1373,3412,715,9545,1036,3623,631,9466,877,acs5,0.4004,0.0094,2245,296,58849,1152,496,153,18673,821,77654,1030,1145,203,36969,500,1198,308
2017,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",103425,1440,106322,3724,5909,960,102772,1415,1592,77,437400,5638,70165,1361,12110,876,16827,1083,2704,412,15883,1045,acs5,0.4352,0.0099,2963,421,55593,1237,616,220,18116,753,72500,912,1907,282,35955,447,1514,312
2017,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",105395,1363,96453,3088,6817,1066,103982,1395,1721,63,496000,7894,75666,1902,7540,866,16009,1695,4314,681,18392,1326,acs5,0.4806,0.0136,3137,448,55789,1265,768,223,17797,982,72377,1145,1934,243,37701,701,2392,599
2017,3603805,"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",222517,4052,118172,5157,13604,1746,219758,4039,2210,39,1087800,48273,168208,3194,5409,866,21126,2436,21814,2062,51667,3255,acs5,0.5636,0.0093,4089,583,137153,3051,897,342,70309,2823,179979,3141,3754,716,115452,1713,2958,772
2017,3600904,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",125495,40,56506,1442,10090,1015,124579,228,896,20,125900,1719,102363,1271,9320,871,7145,840,3575,548,10024,850,acs5,0.393,0.008,3255,338,68096,906,1180,240,16100,707,92152,749,5058,438,52559,626,2039,345
2017,3603201,"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",114730,1132,122361,4932,5274,757,112463,1152,1895,61,897900,14401,83365,1331,2724,482,9711,1120,17086,934,29321,1307,acs5,0.5264,0.0083,2408,291,54416,1085,916,178,25627,892,79523,850,1048,200,40576,518,1687,355
2017,3603313,"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",113229,1327,79354,3135,10269,1406,111749,1313,1505,62,334100,3278,48716,1467,26892,1595,30375,2253,4454,682,28116,1815,acs5,0.4093,0.0092,4279,570,61405,1394,2130,505,11440,785,76614,963,3809,396,33833,614,4439,818
2017,3603103,"Westchester County (Northeast) PUMA, New York",137869,261,130332,4086,4902,706,135109,426,1608,67,586300,11219,107804,1638,4032,537,17738,1517,6004,487,21369,1305,acs5,0.5137,0.0097,3171,350,71016,1005,442,168,28065,1067,95092,865,1257,276,47883,651,2113,474
2017,3602300,"Tompkins County PUMA, New York",104415,NA,56200,1682,18411,1185,90433,692,1055,30,190100,5183,80749,166,3725,280,5025,NA,10742,396,13752,828,acs5,0.49370000000000003,0.0116,2553,343,52963,1021,339,165,13726,770,60092,120,3576,350,38986,584,2410,390
2017,3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",133339,2691,33825,1898,42769,2196,131556,2672,1204,15,217300,24647,8359,1222,19726,1701,95046,2737,7533,789,58336,2469,acs5,0.4751,0.0146,8700,831,65714,1719,3707,520,9956,766,84059,1713,19157,847,45122,470,8054,1079
2017,3603703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",122586,3324,58739,3992,13535,1694,118753,3340,1162,27,349500,17971,34777,1176,34218,2409,47017,3107,4099,745,26602,2285,acs5,0.4411,0.0127,4935,789,60266,2067,2107,551,14065,1242,87408,2283,6714,701,47551,584,3525,625
2017,3603101,"Putnam County PUMA, New York",102412,250,99528,2529,4789,748,101011,420,1349,50,359900,4842,82359,279,2204,216,13898,134,2323,194,13635,1221,acs5,0.422,0.015,2980,401,56227,896,872,201,16428,732,72689,241,1194,220,35530,498,1968,332
2017,3603301,"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",101827,1593,107329,4223,7997,1194,100733,1569,1750,58,493400,7253,75273,1432,4778,696,17171,1787,2723,407,14682,1291,acs5,0.4778,0.0126,2533,343,53509,1561,1178,254,18732,940,70790,1149,1531,265,34993,578,2165,552
2017,3603209,"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",102806,1296,129889,2553,2828,603,102637,1285,1865,173,472200,3783,89755,1601,1338,419,7032,862,3649,566,9568,756,acs5,0.382,0.0123,2810,334,56444,1150,464,156,19335,941,71411,860,635,147,33844,355,796,217
2017,3603206,"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",146766,1602,67287,2421,21484,1984,140627,1560,1401,32,313000,4506,20106,851,58295,1723,62541,1951,2398,400,52247,1917,acs5,0.4444,0.0084,4354,454,74961,1389,2731,418,13090,781,94563,1210,6049,469,41440,650,9431,725
2017,3603203,"Nassau County (East Central)--Oyster Bay Town (Central) PUMA, New York",103450,1338,117432,3813,3865,596,103247,1337,1806,90,469200,4392,70617,1657,2272,725,9758,1184,19343,1358,23670,1282,acs5,0.4214,0.0126,2369,293,54971,1222,891,194,20082,790,73619,926,1179,192,33958,373,1248,418
2017,3603204,"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",116355,1119,104969,2554,5974,903,116078,1098,1644,54,521700,9083,56108,1419,10515,1026,22107,1509,24938,1054,38414,1235,acs5,0.4327,0.0112,2586,296,62300,1154,1220,238,19700,965,81917,1034,1534,230,37001,475,3199,459
2017,3603207,"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",113527,1694,106181,4501,4704,770,111655,1615,1854,152,391200,3339,82976,1526,2560,666,15994,1442,9880,728,18295,1186,acs5,0.3915,0.01,2917,367,61797,1383,1480,289,17237,923,81244,1189,1372,214,36536,337,1737,450
2017,3603211,"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",112827,1439,102533,3470,4887,861,112509,1454,1716,75,399300,4879,48254,1523,26104,1473,22561,1546,11031,1177,30321,1651,acs5,0.3883,0.0106,3753,435,62067,1129,1484,391,17137,702,77942,1372,1436,272,35490,574,2706,417
2017,3603205,"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York",121159,1737,107813,2711,6124,1173,119772,1695,1619,62,474900,5232,65854,1313,19236,1319,19514,1565,12785,1404,31830,1365,acs5,0.4249,0.0112,3709,505,63630,1351,1106,238,20225,940,82215,1267,1781,276,36297,441,2652,414
