GEOID,NAME.x,arrest_year,arrests_total,arrests_felony,arrests_misdemeanor,cs_possession_low,cs_possession_mid,cs_possession_high,mj_possession_low,mj_possession_high,other_drug_offense,arrests_female,arrests_male,arrests_under18,arrests_18_24,arrests_25_44,arrests_45_64,arrests_65plus,arrests_white,arrests_black,arrests_asian,arrests_hispanic,NAME.y,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,source,unempE,unempM,laborforceE,laborforceM,no_health_insE,no_health_insM
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2006,981,23,958,419,6,16,539,1,0,78,903,69,389,440,81,2,88,211,29,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2007,935,28,907,327,15,6,580,7,0,67,868,99,415,337,81,3,76,141,27,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2008,1027,61,966,365,13,41,601,7,0,86,941,69,464,397,95,2,89,164,32,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2009,1013,62,951,304,23,32,647,7,0,90,923,85,482,347,95,4,94,197,25,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2010,887,64,823,215,23,36,608,5,0,70,817,64,399,333,79,12,83,174,33,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2011,876,37,839,176,17,16,663,4,0,60,816,85,414,324,49,4,58,116,43,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2012,755,44,711,186,22,19,525,3,0,68,687,60,371,264,59,1,59,91,34,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2013,806,58,748,221,12,27,527,19,0,75,731,46,374,332,52,2,71,67,58,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2014,891,55,836,318,13,31,518,11,0,77,814,44,430,338,77,2,79,86,55,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2015,385,69,316,239,18,45,77,5,1,44,341,17,159,172,37,0,24,33,17,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2016,446,61,385,237,16,35,148,10,0,30,416,16,187,205,38,0,23,30,33,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2017,364,60,304,189,29,19,115,12,0,35,329,13,124,184,41,2,27,34,26,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2018,188,58,130,81,19,25,49,12,2,16,172,8,63,85,29,3,15,23,12,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2019,132,30,102,0,0,0,17,1,114,21,111,3,37,63,27,2,12,15,4,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2020,75,22,53,0,0,0,5,2,68,10,65,1,26,41,7,0,5,11,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2021,57,22,35,0,0,0,0,0,57,7,50,0,13,29,14,1,7,6,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2022,49,20,29,0,0,0,0,0,49,5,44,0,14,26,8,1,3,7,5,34,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA; New York,161901,5156,73458,3011,23285,2720,159988,5135,1841,36,624200,43467,17963,1935,9181,1068,99739,4109,30800,2372,94824,3834,acs5,0.4393,0.0131,5422,709,16977,1196,115746,3606,9251,829,51628,1381,acs5,6362,911,88260,3167,9001,1269
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2023,110,54,56,0,0,0,0,0,110,6,104,1,20,70,19,0,11,11,9,79,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA; New York,161945,4758,78598,3602,23709,2710,160317,4744,1887,43,646000,36766,17747,2172,9079,1084,100299,4611,29930,2524,95557,3721,acs5,0.4448,0.0134,5908,909,18439,1269,116245,3583,9887,715,52467,1305,acs5,6352,825,87447,3002,8367,1139
3604403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst PUMA,2024,239,68,171,0,0,0,0,0,239,21,218,0,37,157,43,2,20,22,15,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2006,476,35,441,128,9,22,313,4,0,26,450,42,225,173,32,4,92,58,20,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2007,406,21,385,106,10,10,279,1,0,12,394,44,181,135,43,3,75,39,15,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2008,461,29,432,94,10,8,338,11,0,21,440,44,197,187,31,2,96,49,24,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2009,401,20,381,67,13,6,314,1,0,26,375,32,190,151,28,0,90,59,12,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2010,438,39,399,73,10,26,326,3,0,28,410,42,200,158,37,1,93,50,21,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2011,351,13,338,51,5,1,287,7,0,23,328,50,170,113,18,0,61,37,36,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2012,409,42,367,68,25,10,299,7,0,31,378,48,199,145,17,0,94,36,55,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2013,565,46,519,124,35,10,395,1,0,31,534,60,306,185,12,2,119,39,75,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2014,524,16,508,111,8,7,397,1,0,38,486,37,238,213,36,0,132,54,59,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2015,513,45,468,163,25,14,305,6,0,43,470,37,239,207,29,1,89,36,91,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2016,312,41,271,107,20,15,164,6,0,20,292,12,172,108,20,0,34,26,42,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2017,312,30,282,121,11,15,161,4,0,28,284,17,111,144,40,0,22,27,71,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2018,186,36,150,76,9,20,74,6,1,20,166,11,78,79,17,1,17,20,14,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2019,82,28,54,0,0,0,14,7,61,6,76,1,23,45,13,0,5,7,13,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2020,49,17,32,0,0,0,3,3,43,10,39,0,10,29,10,0,3,7,11,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2021,32,5,27,0,0,0,3,0,29,6,26,0,7,20,5,0,1,5,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2022,56,19,37,0,0,0,0,0,56,7,49,0,11,32,12,1,3,5,17,31,NYC-Queens Community District 4--Elmhurst & Corona PUMA; New York,175166,5454,67069,2442,23885,2316,172690,5340,1842,34,679300,44076,9762,1055,8055,1551,93029,5283,60922,3199,111058,3765,acs5,0.431,0.0121,7200,1013,22358,1297,122196,3410,12086,962,53451,1391,acs5,5481,814,92130,3230,10655,1332
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2023,80,36,44,0,0,0,0,0,80,8,69,0,13,53,14,0,8,16,13,41,NYC-Queens Community District 4--Elmhurst & Corona PUMA; New York,168616,4752,70252,2432,24513,2386,165947,4553,1914,34,681500,48063,9230,1372,8119,1522,90327,4709,57645,3118,106707,3423,acs5,0.4386,0.0145,7296,974,20961,1508,119202,3105,13011,974,53009,1335,acs5,5302,694,88225,2485,9270,1209
3604404,NYC-Queens Community District 4--Elmhurst & Corona PUMA,2024,115,51,64,0,0,0,0,0,115,9,106,2,29,70,14,0,8,10,12,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2006,608,79,529,320,34,35,209,10,0,89,519,49,216,273,69,1,323,43,7,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2007,556,52,504,296,20,25,208,7,0,81,475,33,171,279,71,2,310,20,4,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2008,560,50,510,269,6,22,241,22,0,76,484,41,189,271,58,1,289,29,4,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2009,801,42,759,345,6,23,414,13,0,104,697,90,316,302,91,2,431,40,10,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2010,920,69,851,310,7,34,541,28,0,100,820,89,362,367,101,1,479,43,9,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2011,979,37,942,280,3,21,662,13,0,137,842,70,441,372,93,3,473,69,15,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2012,681,23,658,345,0,9,313,14,0,90,591,47,227,321,85,1,366,33,18,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2013,616,42,574,371,4,21,203,17,0,78,538,15,169,341,89,2,355,29,5,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2014,506,20,486,319,4,13,167,3,0,54,452,18,164,237,83,4,213,34,8,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2015,354,49,305,202,9,24,103,16,0,42,312,7,121,188,38,0,151,30,11,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2016,203,32,171,125,6,15,46,11,0,18,185,9,55,109,30,0,83,10,3,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2017,272,31,241,160,16,15,81,0,0,35,237,12,99,127,33,1,113,11,12,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2018,264,52,212,171,21,14,41,11,6,35,229,5,74,140,43,2,109,11,22,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2019,78,16,62,0,0,0,6,3,69,8,70,0,10,49,19,0,30,8,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2020,67,21,46,0,0,0,2,6,59,10,57,1,12,42,12,0,37,3,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2021,40,13,27,0,0,0,1,0,39,7,33,0,6,27,6,1,16,6,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2022,30,16,14,0,0,0,0,0,30,7,23,0,3,22,5,0,7,3,2,18,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA; New York",184935,4433,86277,3152,19250,1676,183908,4395,1869,26,842100,9490,87964,2680,3124,574,71096,3731,17644,1384,71980,2924,acs5,0.4234,0.0098,4530,630,28198,1545,131481,2959,6668,615,64582,1270,acs5,6013,651,99807,3040,6133,853
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2023,34,13,21,0,0,0,0,0,34,4,30,0,2,24,8,0,15,4,0,15,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA; New York",181189,4654,87438,2986,19888,1851,180159,4632,1955,30,858000,11373,85645,2565,3183,624,69758,3785,17515,1680,70957,3068,acs5,0.4327,0.0104,5244,724,28169,1562,130368,3202,7398,619,65422,1363,acs5,5997,698,98399,3027,5990,784
3604405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village PUMA",2024,30,16,14,0,0,0,0,0,30,4,26,0,5,19,5,1,7,7,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2006,176,7,169,35,6,0,134,1,0,8,168,19,93,58,6,0,99,8,6,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2007,194,21,173,47,11,8,126,2,0,13,181,23,93,68,10,0,117,14,12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2008,148,12,136,51,4,4,85,4,0,24,124,12,76,53,7,0,98,11,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2009,213,15,198,69,7,5,129,3,0,24,189,26,95,82,10,0,124,20,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2010,213,16,197,101,9,7,96,0,0,36,177,17,86,96,14,0,117,16,10,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2011,210,15,195,79,2,10,116,3,0,24,186,20,79,95,16,0,131,17,4,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604406,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,2012,184,16,168,75,4,12,93,0,0,21,163,22,75,72,15,0,107,17,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
