year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM
2007,3603000,"PUMA5 03000, New York",133945,0,38942,1858,18712,3209,125846,691,544,43,79300,2927,NA,NA,NA,NA,NA,NA,NA,NA,1786,424,acs1,0.422,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603101,"PUMA5 03101, New York",101306,3102,47448,3693,13861,2331,95079,3054,773,44,193900,15606,78217,2454,8513,840,11544,1547,1325,434,8186,1400,acs1,0.42,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603102,"PUMA5 03102, New York",156857,3102,58625,3726,15013,3503,150413,3317,913,40,260000,11617,132013,2513,8840,1156,10690,1547,2976,442,12679,1943,acs1,0.424,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603201,"PUMA5 03201, New York",132128,5184,68939,3278,8083,2739,124525,5120,955,60,357800,9469,113246,4943,3538,1024,8508,1679,3683,1033,8797,1517,acs1,0.397,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603202,"PUMA5 03202, New York",160618,5184,62426,5216,16765,3233,149657,5183,1012,37,332000,8704,111243,4937,22392,1739,17468,1679,5859,1147,21201,2751,acs1,0.426,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603301,"PUMA5 03301, New York",122442,7002,57456,5872,13262,3607,120206,6991,996,60,297500,19111,NA,NA,NA,NA,NA,NA,NA,NA,17519,2942,acs1,0.433,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603302,"PUMA5 03302, New York",118149,7038,60819,4231,8715,2265,113523,7073,925,57,274600,15557,76556,5166,14001,3137,20129,3369,3295,1385,11941,2564,acs1,0.419,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603303,"PUMA5 03303, New York",136578,6574,78730,6912,15629,4320,128065,6639,1078,82,361200,10147,NA,NA,NA,NA,NA,NA,NA,NA,11863,2210,acs1,0.371,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603400,"PUMA5 03400, New York",196806,9360,55244,5189,24552,4316,193968,9438,1035,40,445700,23474,86118,6909,36827,5506,59437,6376,11004,2596,64509,6513,acs1,0.473,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603501,"PUMA5 03501, New York",134077,9115,121237,10232,4485,2639,130853,9096,1408,174,681800,28135,NA,NA,NA,NA,NA,NA,NA,NA,17903,3476,acs1,0.501,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603502,"PUMA5 03502, New York",148757,8514,78971,5065,13076,3848,142503,8415,1246,60,521400,26879,94701,5691,11734,2780,33599,5432,5915,1750,35887,4647,acs1,0.483,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603503,"PUMA5 03503, New York",168216,7953,98151,5386,9724,2736,162838,7660,1351,69,629200,20336,NA,NA,NA,NA,NA,NA,NA,NA,41965,5018,acs1,0.494,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603504,"PUMA5 03504, New York",114515,8119,83668,11489,3419,1258,110651,8106,1307,117,724800,38381,NA,NA,NA,NA,NA,NA,NA,NA,30102,5151,acs1,0.581,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603505,"PUMA5 03505, New York",179121,9298,61549,3136,13362,3499,176272,9282,1074,47,565600,25961,NA,NA,NA,NA,NA,NA,NA,NA,50113,6058,acs1,0.538,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603506,"PUMA5 03506, New York",109322,2554,85561,4085,8283,1636,108163,2553,1217,143,455400,13379,NA,NA,NA,NA,NA,NA,NA,NA,9935,1952,acs1,0.398,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603601,"PUMA5 03601, New York",136143,6644,88932,5931,6030,1769,128219,6332,1314,96,550300,15015,NA,NA,NA,NA,NA,NA,NA,NA,26020,4040,acs1,0.425,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603602,"PUMA5 03602, New York",160340,6644,73791,6191,16784,3495,159411,6677,1132,72,458300,14826,104988,5753,22715,2181,25313,3295,6038,1602,37038,3501,acs1,0.46,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603701,"PUMA5 03701, New York",113170,7467,51209,2803,16610,3765,106521,7566,982,38,273200,38291,42107,4015,12482,2778,51425,6578,4591,1359,39349,5225,acs1,0.487,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603702,"PUMA5 03702, New York",148189,8516,46477,3109,19076,4747,146630,8435,960,33,421100,16674,12480,2520,97974,6554,28854,4787,3724,1707,50313,5470,acs1,0.407,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603703,"PUMA5 03703, New York",123302,9475,52892,7066,9889,2768,121204,9477,875,43,345900,48409,54236,5202,29408,4775,33102,6756,2845,1414,20227,3442,acs1,0.412,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603704,"PUMA5 03704, New York",126978,8909,44335,3107,25091,5566,124654,8912,973,27,461000,16060,37926,4713,30939,6008,46601,5761,9215,2597,41809,5539,acs1,0.448,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603705,"PUMA5 03705, New York",154519,9510,20658,1568,61426,7626,150172,9527,749,40,425500,46966,6644,1778,53150,6038,90897,8639,2804,1531,38990,5076,acs1,0.477,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603706,"PUMA5 03706, New York",121634,9640,30262,2493,35576,6729,120457,9635,904,29,187600,47036,9025,2426,22344,4498,83244,9511,4626,1601,44304,5233,acs1,0.463,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603707,"PUMA5 03707, New York",129263,10500,24116,2106,48540,7295,127796,10281,852,22,429600,45948,1588,699,40624,5523,82953,9137,2313,1688,48603,6761,acs1,0.451,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603708,"PUMA5 03708, New York",139445,9929,24819,4310,50355,7873,138118,9866,854,24,162800,81022,1732,890,47878,6100,85850,8292,2266,1430,54346,6919,acs1,0.445,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603709,"PUMA5 03709, New York",166492,10904,33564,1940,39674,5202,165287,10866,854,25,405500,26530,6744,2160,51943,6074,89068,8251,13696,2987,49901,5881,acs1,0.449,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603710,"PUMA5 03710, New York",150667,9405,20827,2417,55825,6794,137084,9407,621,38,344300,57178,2463,958,35156,3821,110079,9012,275,301,43219,5502,acs1,0.51,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603801,"PUMA5 03801, New York",221756,12483,35456,2843,59242,7875,217886,12466,889,30,351200,27654,37323,4985,19385,3965,157112,10332,4480,1672,109121,8475,acs1,0.468,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603802,"PUMA5 03802, New York",130456,9172,41864,5573,29949,6180,124732,9069,929,53,560100,118169,36975,5119,34010,4852,47559,7010,8870,2554,44512,5692,acs1,0.582,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603806,"PUMA5 03806, New York",214490,10205,86809,4041,20979,4124,211301,10061,1487,102,975400,58019,161482,9355,12205,2266,21612,3547,13761,2560,43889,4798,acs1,0.6,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603803,"PUMA5 03803, New York",124883,8473,31231,3529,36727,6002,123630,8461,717,47,769600,138444,11196,2374,83544,6468,23362,4294,1896,1240,27682,5060,acs1,0.527,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603804,"PUMA5 03804, New York",121457,7536,30697,3126,32615,4796,120020,7521,601,56,849700,190150,12538,2634,37288,5309,61670,7458,8008,2528,30921,4070,acs1,0.578,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603805,"PUMA5 03805, New York",218253,8571,102851,4757,10086,3054,216116,8604,1713,45,1000001,0,NA,NA,NA,NA,NA,NA,NA,NA,43139,4153,acs1,0.566,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603807,"PUMA5 03807, New York",133169,7819,79388,9008,19244,3748,130765,7813,1423,94,693800,45654,91912,6209,7163,2039,16696,4000,14597,3075,32065,3570,acs1,0.55,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603808,"PUMA5 03808, New York",144403,8359,96925,7947,13698,3643,141654,8364,1757,64,683900,35201,106089,6939,4671,1267,13536,3000,16320,3293,36631,4543,acs1,0.519,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603809,"PUMA5 03809, New York",172403,9192,32038,2599,45701,6683,167350,9186,739,54,540000,61727,53236,5858,13223,2545,35736,5393,67350,6585,69891,6382,acs1,0.56,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603810,"PUMA5 03810, New York",139597,8454,104971,5261,11281,2450,130995,8398,1860,117,979100,63000,100545,6708,3681,1182,9713,2345,22622,3965,33863,4519,acs1,0.544,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603901,"PUMA5 03901, New York",164592,7900,78392,4237,7482,2481,162840,7929,1114,97,519700,18598,NA,NA,NA,NA,NA,NA,NA,NA,26293,3999,acs1,0.375,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603902,"PUMA5 03902, New York",134188,6630,68379,5340,10057,2734,131744,6654,1095,103,469900,14898,NA,NA,NA,NA,NA,NA,NA,NA,32130,4230,acs1,0.436,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3603903,"PUMA5 03903, New York",182833,6875,55996,3299,28338,5577,174991,6973,1040,69,427000,11928,78043,5503,40750,1852,43386,4001,17881,3106,46698,4809,acs1,0.451,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604001,"PUMA5 04001, New York",146456,11004,40836,2045,36739,6202,146397,11024,973,37,665000,39625,91084,8716,6014,3304,39503,5732,8557,3487,43643,4673,acs1,0.469,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604002,"PUMA5 04002, New York",129980,8502,31531,2057,41026,5687,128361,8494,915,49,555500,34901,10376,2219,26335,4325,87396,8016,4790,1918,50511,6214,acs1,0.479,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604003,"PUMA5 04003, New York",125699,9137,31355,2891,46208,6434,125352,9093,802,47,634100,28569,17011,3861,86470,8165,18657,3982,2057,1288,26056,4656,acs1,0.515,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604004,"PUMA5 04004, New York",116753,8558,64046,6701,24677,5641,112294,8562,1086,97,719300,62857,47573,5357,38722,5661,18020,3623,7693,2425,21967,3408,acs1,0.599,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604005,"PUMA5 04005, New York",108989,7467,76294,5577,12541,2645,108585,7464,1256,76,1000001,0,NA,NA,NA,NA,NA,NA,NA,NA,19334,3210,acs1,0.521,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604006,"PUMA5 04006, New York",129870,9817,35520,4059,33945,5444,128749,9774,874,37,575800,74345,NA,NA,NA,NA,NA,NA,NA,NA,42486,6159,acs1,0.519,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604007,"PUMA5 04007, New York",120802,8822,25296,2085,42491,7159,119670,8841,655,53,393500,26982,NA,NA,NA,NA,NA,NA,NA,NA,32312,4391,acs1,0.478,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604008,"PUMA5 04008, New York",158711,10893,32370,3988,43512,5806,157974,10895,906,46,455300,20088,8561,2086,76217,7527,61691,8554,7571,2683,54677,6928,acs1,0.471,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604009,"PUMA5 04009, New York",202387,9820,61063,3302,18390,4059,201864,9803,1070,49,520300,19341,60464,4950,122199,8451,12399,3136,4342,1948,77792,5937,acs1,0.408,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604010,"PUMA5 04010, New York",135649,8765,43082,3217,18084,3820,135270,8760,949,24,443500,15496,NA,NA,NA,NA,NA,NA,NA,NA,70833,6263,acs1,0.416,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604011,"PUMA5 04011, New York",112052,10385,38892,4204,23212,5133,110973,10359,920,22,588700,50643,12551,4052,88608,9148,9321,2906,174,153,50947,6302,acs1,0.429,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604012,"PUMA5 04012, New York",146760,9033,38589,4169,34911,5984,143769,9024,986,38,642500,35656,31955,3619,6233,2583,66952,6641,37812,4542,66461,5686,acs1,0.49,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604013,"PUMA5 04013, New York",126730,7898,49228,2996,17783,3927,126198,7910,1040,44,634800,26045,NA,NA,NA,NA,NA,NA,NA,NA,44707,4752,acs1,0.482,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604014,"PUMA5 04014, New York",176198,12261,38023,4591,47692,6496,175609,12206,983,34,643400,27421,NA,NA,NA,NA,NA,NA,NA,NA,59429,5640,acs1,0.458,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604015,"PUMA5 04015, New York",160783,10766,41216,4614,33384,4979,158905,10545,971,25,693600,59123,63653,6817,59294,6788,21820,4386,11840,3177,70131,6794,acs1,0.484,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604016,"PUMA5 04016, New York",137489,9504,45296,4382,23419,5053,136910,9463,952,32,586000,25729,NA,NA,NA,NA,NA,NA,NA,NA,60734,5649,acs1,0.467,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604017,"PUMA5 04017, New York",184258,9275,41494,3326,26645,4277,184258,9275,978,25,645900,15837,99663,7340,943,805,22821,4686,58569,6047,93846,7035,acs1,0.461,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604018,"PUMA5 04018, New York",108484,7307,31271,4189,25510,3882,107144,7246,753,49,471500,42940,68918,6088,12996,3184,13659,3054,10913,2754,56100,4900,acs1,0.486,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604101,"PUMA5 04101, New York",175303,11179,46452,3267,29216,4751,174769,11048,1060,37,615500,23308,81691,6896,9340,2311,51004,7927,27950,5267,83225,7924,acs1,0.455,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604102,"PUMA5 04102, New York",182141,11874,48638,4374,27922,6652,180588,11891,1161,48,542900,27100,23526,3739,10584,2505,109760,10429,34950,6729,116298,10069,acs1,0.403,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604103,"PUMA5 04103, New York",234382,11617,52333,2654,26398,4911,232174,11595,1181,38,537900,20011,85076,7019,6094,1720,40363,5628,99130,8711,127904,7444,acs1,0.448,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604104,"PUMA5 04104, New York",123412,7802,70099,5391,6577,2341,122757,7745,1220,69,581300,18959,NA,NA,NA,NA,NA,NA,NA,NA,46933,5602,acs1,0.416,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604105,"PUMA5 04105, New York",202070,11974,75026,4515,9740,2774,200529,12006,1252,114,462600,8796,25788,3914,116978,8810,21228,5018,31216,5411,89376,7674,acs1,0.338,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604106,"PUMA5 04106, New York",151246,9617,55294,4346,18604,5225,149624,9609,1048,48,522800,30920,59718,6374,21125,4061,18630,4105,48701,6220,71093,6053,acs1,0.449,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604107,"PUMA5 04107, New York",140182,10647,44584,4163,19926,4719,139012,10634,1119,40,543100,66243,11236,2875,8987,2815,80035,9668,37735,5383,92748,6869,acs1,0.377,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604108,"PUMA5 04108, New York",117931,7417,63464,5864,7134,1807,117539,7409,1208,56,408700,84704,68264,5553,2517,1186,13062,3196,29474,5292,62431,6342,acs1,0.439,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604109,"PUMA5 04109, New York",139138,10036,53276,4094,17836,3839,134812,9981,1156,38,391100,60468,39902,4186,3041,1085,45845,7882,48003,6451,83707,8008,acs1,0.422,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604110,"PUMA5 04110, New York",187195,10045,50744,2832,21700,3980,186466,10050,1101,23,581800,13377,NA,NA,NA,NA,NA,NA,NA,NA,69040,5194,acs1,0.403,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604111,"PUMA5 04111, New York",146114,10123,52071,4859,17261,3915,145298,10148,1113,48,504400,25911,36826,5239,14141,4284,57021,6247,31452,5375,77205,6524,acs1,0.412,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604112,"PUMA5 04112, New York",218120,11340,48459,2854,34239,5769,216301,11394,957,27,435300,10618,4192,1264,148132,9934,34955,5826,20470,3872,85768,7689,acs1,0.407,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604113,"PUMA5 04113, New York",138052,10286,59863,4161,14314,3655,137757,10322,1167,48,511700,25364,36837,4398,28335,5702,27953,6802,22545,4814,63694,7116,acs1,0.396,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604114,"PUMA5 04114, New York",115052,8411,42038,4846,19199,3315,111194,8459,784,29,472700,24933,47580,6191,40077,6037,23528,4737,1996,1379,28392,4340,acs1,0.516,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604201,"PUMA5 04201, New York",109052,5650,108119,8686,4934,1632,106478,5640,1287,183,899500,30866,NA,NA,NA,NA,NA,NA,NA,NA,26771,3349,acs1,0.539,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604202,"PUMA5 04202, New York",114834,7260,102136,7789,4207,1533,111663,7262,1462,229,694400,17508,NA,NA,NA,NA,NA,NA,NA,NA,18880,3026,acs1,0.527,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604203,"PUMA5 04203, New York",96740,5809,89350,7248,2521,1167,96740,5809,1263,437,492100,9850,NA,NA,NA,NA,NA,NA,NA,NA,16402,3191,acs1,0.392,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604204,"PUMA5 04204, New York",107964,6975,86396,7092,6952,2559,107964,6975,1366,196,547500,18987,NA,NA,NA,NA,NA,NA,NA,NA,32987,4577,acs1,0.421,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604205,"PUMA5 04205, New York",114926,7564,92982,8084,4103,1600,114060,7514,1312,112,519000,25482,NA,NA,NA,NA,NA,NA,NA,NA,28078,4328,acs1,0.438,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604206,"PUMA5 04206, New York",144924,8607,62624,6100,11993,2793,138506,8545,1193,93,403300,13840,21919,2804,70115,5863,47437,5780,1494,1138,50582,5710,acs1,0.425,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604207,"PUMA5 04207, New York",111494,6134,85879,4927,2565,893,109735,6112,1131,296,440200,7253,NA,NA,NA,NA,NA,NA,NA,NA,17063,2844,acs1,0.368,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604208,"PUMA5 04208, New York",95943,5878,92683,6921,3261,950,95552,5879,1024,130,476100,8213,83315,5111,1784,673,6435,2716,3233,2016,7341,2014,acs1,0.399,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604209,"PUMA5 04209, New York",101644,6845,109655,6184,2097,865,101644,6845,1548,216,525200,18626,NA,NA,NA,NA,NA,NA,NA,NA,8441,2552,acs1,0.372,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604210,"PUMA5 04210, New York",102081,7350,94750,6779,4651,2093,101140,7339,1414,291,499800,22267,NA,NA,NA,NA,NA,NA,NA,NA,16798,3428,acs1,0.426,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604211,"PUMA5 04211, New York",105885,8626,86114,8208,2507,1030,105628,8599,1348,62,465800,8697,NA,NA,NA,NA,NA,NA,NA,NA,26789,4893,acs1,0.365,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604212,"PUMA5 04212, New York",101046,8788,88184,5803,6517,2927,99961,8741,1403,109,604300,19230,NA,NA,NA,NA,NA,NA,NA,NA,16726,3484,acs1,0.478,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604301,"PUMA5 04301, New York",201356,9249,102865,4121,7788,2915,198728,9320,1432,225,599400,16186,NA,NA,NA,NA,NA,NA,NA,NA,23485,3620,acs1,0.443,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604302,"PUMA5 04302, New York",114975,7247,100165,5293,4209,2295,113045,7288,1361,137,559500,13379,NA,NA,NA,NA,NA,NA,NA,NA,9812,2211,acs1,0.393,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604303,"PUMA5 04303, New York",112543,6047,96422,6281,4699,1996,103154,5877,1507,264,453800,16959,NA,NA,NA,NA,NA,NA,NA,NA,11539,1917,acs1,0.398,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604304,"PUMA5 04304, New York",122031,7542,72120,6076,5511,1658,119654,7491,1344,163,636600,23273,NA,NA,NA,NA,NA,NA,NA,NA,17479,3143,acs1,0.48,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604305,"PUMA5 04305, New York",125741,8583,78962,8764,6993,2643,124629,8520,1588,87,352200,8325,NA,NA,NA,NA,NA,NA,NA,NA,11249,2836,acs1,0.358,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604306,"PUMA5 04306, New York",116162,8116,71136,5314,8814,2517,115150,8115,1282,116,368700,9174,NA,NA,NA,NA,NA,NA,NA,NA,14723,3133,acs1,0.425,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604307,"PUMA5 04307, New York",106177,6688,80273,6462,5403,1826,105684,6658,1334,190,388000,8454,NA,NA,NA,NA,NA,NA,NA,NA,8133,2138,acs1,0.358,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604308,"PUMA5 04308, New York",116114,7323,93604,4751,3859,1629,115984,7328,1452,75,458400,7955,NA,NA,NA,NA,NA,NA,NA,NA,6436,1629,acs1,0.359,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604309,"PUMA5 04309, New York",129232,10439,75360,4718,10638,3072,127273,10309,1303,173,368400,8571,34115,4418,25531,5768,64022,8092,3604,1912,47073,6424,acs1,0.342,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604310,"PUMA5 04310, New York",107702,6915,84503,5320,2282,924,100678,6700,1332,138,449000,11199,NA,NA,NA,NA,NA,NA,NA,NA,10233,2950,acs1,0.39,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604311,"PUMA5 04311, New York",99546,7734,76751,4165,5883,2691,98961,7725,1360,74,425500,9615,NA,NA,NA,NA,NA,NA,NA,NA,13853,2700,acs1,0.41,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3604312,"PUMA5 04312, New York",101650,6541,68268,6850,5290,1864,100737,6572,1176,68,419100,8685,NA,NA,NA,NA,NA,NA,NA,NA,22454,3772,acs1,0.391,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,3600100,"PUMA5 00100, New York",109701,0,41963,4063,16314,2853,93933,3798,549,48,78000,4465,96534,2709,6465,2068,2157,0,2264,828,4806,1101,acs1,0.415,0.018,449,317,6436,1036,70262,314,5293,1138,42592,2001
2008,3600200,"PUMA5 00200, New York",174963,924,46584,3011,21435,3801,155830,2743,645,33,113000,6627,156059,921,7212,854,4415,432,1202,285,7025,1319,acs1,0.412,0.017,595,323,14639,1562,122053,902,6529,998,64765,2193
2008,3600300,"PUMA5 00300, New York",128775,0,48342,4533,10927,2420,122444,2097,769,31,166800,5040,121397,42,2732,717,2581,0,229,158,2474,674,acs1,0.4,0.015,961,722,11881,1363,91193,530,4617,1067,53089,1512
2008,3600401,"PUMA5 00401, New York",151722,4916,46172,2707,15479,2662,147368,4920,587,21,98800,4368,NA,NA,NA,NA,NA,NA,NA,NA,2349,633,acs1,0.402,0.018,842,385,13405,1826,103099,2738,6048,1024,60649,2007
2008,3600402,"PUMA5 00402, New York",142068,4916,42250,3529,23165,3593,130656,5215,607,22,100800,6130,114580,4787,12458,1063,8394,562,3441,430,12816,2376,acs1,0.447,0.022,1675,809,12147,1587,98645,2790,8560,1413,56190,2447
2008,3600500,"PUMA5 00500, New York",144574,924,44327,2617,18170,3662,140767,1969,645,46,114900,6203,NA,NA,NA,NA,NA,NA,NA,NA,4050,947,acs1,0.41,0.029,222,154,9205,1322,93468,1057,5595,1324,55592,1828
2008,3600600,"PUMA5 00600, New York",121395,0,42072,2252,19287,3093,115528,2538,681,51,88900,3489,NA,NA,NA,NA,NA,NA,NA,NA,2181,677,acs1,0.429,0.025,841,369,7014,1163,79356,831,5040,1069,47541,1607
2008,3600700,"PUMA5 00700, New York",134217,5404,30879,2919,36439,4338,122495,4949,679,28,82500,3066,75844,4865,37452,2533,8665,1525,5334,1072,11464,2481,acs1,0.483,0.031,1285,639,13168,1754,78092,3214,11874,1812,55971,2204
2008,3600801,"PUMA5 00801, New York",103485,3506,57545,2651,9933,2274,96712,4337,693,59,129100,7111,NA,NA,NA,NA,NA,NA,NA,NA,2866,869,acs1,0.387,0.018,335,218,9211,1485,68638,2168,2363,689,39002,1764
2008,3600802,"PUMA5 00802, New York",127533,6043,61882,3260,4959,1499,125298,6077,738,40,146000,6363,NA,NA,NA,NA,NA,NA,NA,NA,6105,1156,acs1,0.417,0.021,737,419,19020,2198,86176,3350,1844,666,50416,1667
2008,3600803,"PUMA5 00803, New York",135712,6272,55867,4260,7658,1849,134702,6235,690,46,127200,5173,NA,NA,NA,NA,NA,NA,NA,NA,6639,1786,acs1,0.447,0.033,512,273,17163,1571,94724,3494,3346,733,57172,1809
2008,3600804,"PUMA5 00804, New York",101275,2544,52526,2781,9450,1907,96654,3020,617,41,106200,6934,94170,2529,2849,638,2018,276,565,397,2172,647,acs1,0.411,0.025,534,221,8373,1006,70205,1611,3089,782,39111,1191
2008,3600901,"PUMA5 00901, New York",95935,6292,29182,3655,26492,4273,90236,6080,710,33,70900,4487,NA,NA,NA,NA,NA,NA,NA,NA,7305,1995,acs1,0.455,0.023,933,564,6635,1413,56765,3469,9671,1398,36252,2234
