year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM
2008,3604206,"PUMA5 04206, New York",138031,9061,58683,4665,15524,4244,131202,9338,1137,101,381700,9383,18516,3566,62050,6181,51507,7145,3703,1882,52002,5538,acs1,0.429,0.021,2063,1144,10573,1973,87039,5505,5309,1111,37641,2344
2008,3604207,"PUMA5 04207, New York",118318,7430,93111,3877,2664,994,116153,7348,1488,249,436600,7016,NA,NA,NA,NA,NA,NA,NA,NA,17807,3146,acs1,0.377,0.025,1019,559,16749,1927,81573,4778,321,247,38078,1868
2008,3604208,"PUMA5 04208, New York",99769,7374,92794,6108,3316,1640,98982,7192,1184,161,471700,6422,NA,NA,NA,NA,NA,NA,NA,NA,8591,1915,acs1,0.401,0.023,681,676,13108,1898,68545,4386,623,366,33051,1826
2008,3604209,"PUMA5 04209, New York",103377,5893,106613,9669,2020,1266,102865,5851,1412,374,508000,19096,NA,NA,NA,NA,NA,NA,NA,NA,8980,1752,acs1,0.385,0.025,773,433,16314,1942,72014,4006,115,140,34370,1700
2008,3604210,"PUMA5 04210, New York",103833,7710,102458,6249,3913,1491,103305,7719,1401,106,511700,24977,NA,NA,NA,NA,NA,NA,NA,NA,17360,3529,acs1,0.418,0.029,764,510,18490,2558,71275,4859,945,506,34454,2072
2008,3604211,"PUMA5 04211, New York",110824,8102,92744,6227,3770,1623,110584,8096,1262,131,454800,7433,NA,NA,NA,NA,NA,NA,NA,NA,30893,5377,acs1,0.373,0.019,710,477,16462,2276,74733,5710,857,558,33796,2061
2008,3604212,"PUMA5 04212, New York",105414,7489,84805,8007,5427,1537,103629,7303,1290,137,590800,20236,NA,NA,NA,NA,NA,NA,NA,NA,18458,2990,acs1,0.476,0.026,150,146,17940,2501,71570,5037,1597,652,38332,2239
2008,3604301,"PUMA5 04301, New York",204189,9145,105120,4220,8963,2958,201786,9163,1202,104,591500,15135,NA,NA,NA,NA,NA,NA,NA,NA,26904,4023,acs1,0.437,0.025,957,684,36582,3248,138583,6230,816,385,66280,2424
2008,3604302,"PUMA5 04302, New York",130319,7741,109166,5064,3226,1376,127617,7636,1509,188,511800,22041,NA,NA,NA,NA,NA,NA,NA,NA,7844,2148,acs1,0.409,0.032,647,781,18182,2322,83588,4396,481,331,39548,1868
2008,3604303,"PUMA5 04303, New York",114970,8291,88136,6951,3804,1801,107354,7696,1501,174,443600,13492,NA,NA,NA,NA,NA,NA,NA,NA,12834,3182,acs1,0.428,0.029,131,145,13169,2044,71721,5023,436,441,37004,2065
2008,3604304,"PUMA5 04304, New York",136014,10446,71227,3334,8935,2665,132690,9871,1457,133,600800,22149,106625,8404,4900,1851,21182,4873,1405,836,21465,5081,acs1,0.524,0.03,1285,718,19057,2167,98747,6606,1070,462,52171,2751
2008,3604305,"PUMA5 04305, New York",135224,10376,80418,5440,12424,4332,130120,10211,1527,121,353200,8964,93924,7629,13008,4116,22445,6659,3926,1823,17741,5086,acs1,0.377,0.025,864,677,11586,1785,86015,6174,1404,722,40742,2018
2008,3604306,"PUMA5 04306, New York",115148,7956,76056,7434,8654,3575,114528,8137,1317,148,355700,7648,NA,NA,NA,NA,NA,NA,NA,NA,13741,3216,acs1,0.372,0.024,821,485,12462,2298,78166,5251,1912,821,38648,1944
2008,3604307,"PUMA5 04307, New York",114869,8396,90321,6892,6537,3538,114476,8413,1461,114,380800,7753,NA,NA,NA,NA,NA,NA,NA,NA,15810,3590,acs1,0.36,0.022,762,375,12372,1825,77448,5063,1068,482,33346,1855
2008,3604308,"PUMA5 04308, New York",107366,7612,88417,5716,2983,1331,106355,7581,1491,96,442500,9340,NA,NA,NA,NA,NA,NA,NA,NA,8610,2128,acs1,0.362,0.022,103,120,15267,2074,72555,4273,803,524,36549,2052
2008,3604309,"PUMA5 04309, New York",116421,9873,70955,7542,7223,3066,115129,9704,1334,128,342200,6763,31698,4552,21563,4411,57136,8836,3623,1721,39338,5591,acs1,0.344,0.02,1353,754,9616,1951,76352,6487,1671,645,29142,2070
2008,3604310,"PUMA5 04310, New York",113827,7912,90328,8142,4888,1910,112743,7931,1322,93,436200,12131,NA,NA,NA,NA,NA,NA,NA,NA,11469,2960,acs1,0.397,0.036,186,184,13328,2043,77418,5192,1272,721,36107,2039
2008,3604311,"PUMA5 04311, New York",108460,8994,91029,7219,3419,1377,106632,8537,1595,108,402400,12305,NA,NA,NA,NA,NA,NA,NA,NA,11756,2651,acs1,0.371,0.024,412,276,11417,1949,71349,5246,854,491,32453,1848
2008,3604312,"PUMA5 04312, New York",115417,8816,69353,4360,7401,2794,113444,8688,1322,98,383800,8660,NA,NA,NA,NA,NA,NA,NA,NA,26074,4290,acs1,0.414,0.03,1322,877,10232,1892,73625,5310,1580,703,33976,2333
